"truck_events_text_partition.driverid","truck_events_text_partition.truckid","truck_events_text_partition.eventtime","truck_events_text_partition.eventtype","truck_events_text_partition.longitude","truck_events_text_partition.latitude","truck_events_text_partition.eventkey","truck_events_text_partition.correlationid","truck_events_text_partition.drivername","truck_events_text_partition.routeid","truck_events_text_partition.routename","truck_events_text_partition.date"
"37","89","2014-10-18 18:57:18.717","Normal","-92.74","39.76","37|89|9223370623170937090","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"15","62","2014-10-18 18:57:18.86","Normal","-89.52","40.7","15|62|9223370623170936947","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"25","58","2014-10-18 18:57:20.39","Normal","-92.27","39.76","25|58|9223370623170935417","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"27","61","2014-10-18 18:57:20.45","Normal","-90.93","38.82","27|61|9223370623170935357","-2309469543890042451","Mark Lochbihler","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"11","57","2014-10-18 18:57:19.132","Normal","-87.67","41.87","11|57|9223370623170936675","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"38","108","2014-10-18 18:57:20.557","Normal","-96.44","36.23","38|108|9223370623170935250","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"19","32","2014-10-18 18:57:19.342","Normal","-94.57","35.37","19|32|9223370623170936465","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"41","60","2014-10-18 18:57:20.918","Normal","-91.93","34.81","41|60|9223370623170934889","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"35","71","2014-10-18 18:57:19.437","Normal","-93.14","37.26","35|71|9223370623170936370","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"22","13","2014-10-18 18:57:19.62","Normal","-94.46","37.16","22|13|9223370623170936187","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"18","107","2014-10-18 18:57:21.12","Normal","-90.97","39.72","18|107|9223370623170934687","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"43","42","2014-10-18 18:57:21.337","Normal","-90.2","38.65","43|42|9223370623170934470","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"42","80","2014-10-18 18:57:19.867","Normal","-91.47","41.74","42|80|9223370623170935940","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:21.377","Normal","-90.55","38.81","36|21|9223370623170934430","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"46","95","2014-10-18 18:57:20.057","Normal","-94.37","38.0","46|95|9223370623170935750","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"38","108","2014-10-18 18:57:21.527","Normal","-96.68","36.2","38|108|9223370623170934280","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"47","96","2014-10-18 18:57:21.787","Normal","-90.24","38.0","47|96|9223370623170934020","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"32","34","2014-10-18 18:57:21.98","Normal","-88.41","42.11","32|34|9223370623170933827","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"18","107","2014-10-18 18:57:22.111","Normal","-91.2","39.75","18|107|9223370623170933696","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"37","89","2014-10-18 18:57:20.279","Normal","-92.42","39.76","37|89|9223370623170935528","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"28","87","2014-10-18 18:57:20.37","Normal","-90.97","39.72","28|87|9223370623170935437","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"29","12","2014-10-18 18:57:22.42","Normal","-93.36","35.4","29|12|9223370623170933387","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"24","18","2014-10-18 18:57:20.6","Normal","-92.4","41.78","24|18|9223370623170935207","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"38","108","2014-10-18 18:57:22.498","Normal","-96.97","36.24","38|108|9223370623170933309","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"39","103","2014-10-18 18:57:20.807","Normal","-91.94","41.71","39|103|9223370623170935000","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"14","73","2014-10-18 18:57:22.866","Normal","-93.92","35.53","14|73|9223370623170932941","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"12","23","2014-10-18 18:57:22.95","Normal","-91.14","34.96","12|23|9223370623170932857","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"46","95","2014-10-18 18:57:20.987","Normal","-94.3","37.66","46|95|9223370623170934820","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"19","32","2014-10-18 18:57:21.11","Normal","-93.92","35.53","19|32|9223370623170934697","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"43","42","2014-10-18 18:57:23.087","Normal","-89.63","39.84","43|42|9223370623170932720","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:23.278","Normal","-90.21","38.65","36|21|9223370623170932529","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"22","13","2014-10-18 18:57:21.371","Normal","-94.3","37.66","22|13|9223370623170934436","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"41","60","2014-10-18 18:57:23.381","Normal","-92.31","34.78","41|60|9223370623170932426","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"15","62","2014-10-18 18:57:21.53","Normal","-93.36","41.69","15|62|9223370623170934277","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"21","40","2014-10-18 18:57:23.69","Normal","-90.2","38.65","21|40|9223370623170932117","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"39","103","2014-10-18 18:57:21.802","Normal","-91.59","41.7","39|103|9223370623170934005","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"14","73","2014-10-18 18:57:23.813","Normal","-93.61","35.51","14|73|9223370623170931994","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"10","44","2014-10-18 18:57:24.06","Normal","-93.14","37.26","10|44|9223370623170931747","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"19","32","2014-10-18 18:57:22.1","Normal","-93.61","35.51","19|32|9223370623170933707","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"26","94","2014-10-18 18:57:22.204","Normal","-91.07","38.31","26|94|9223370623170933603","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"44","57","2014-10-18 18:57:22.313","Normal","-91.63","41.72","44|57|9223370623170933494","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:24.16","Normal","-92.74","41.75","30|29|9223370623170931647","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"29","12","2014-10-18 18:57:24.27","Normal","-92.87","35.25","29|12|9223370623170931537","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"13","106","2014-10-18 18:57:22.69","Normal","-92.74","41.75","13|106|9223370623170933117","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"39","103","2014-10-18 18:57:22.767","Normal","-91.24","41.67","39|103|9223370623170933040","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"14","73","2014-10-18 18:57:24.599","Normal","-93.36","35.4","14|73|9223370623170931208","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"12","23","2014-10-18 18:57:24.869","Normal","-91.74","34.89","12|23|9223370623170930938","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"43","42","2014-10-18 18:57:24.887","Normal","-88.77","40.76","43|42|9223370623170930920","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:25.099","Normal","-93.04","41.71","30|29|9223370623170930708","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"28","87","2014-10-18 18:57:22.94","Normal","-91.59","39.68","28|87|9223370623170932867","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"26","94","2014-10-18 18:57:23.122","Normal","-91.18","38.22","26|94|9223370623170932685","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"20","60","2014-10-18 18:57:23.41","Normal","-92.74","41.75","20|60|9223370623170932397","-2309469543890042451","Chris Harris","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"16","91","2014-10-18 18:57:25.39","Normal","-90.24","35.35","16|91|9223370623170930417","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"14","73","2014-10-18 18:57:25.41","Normal","-93.12","35.31","14|73|9223370623170930397","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"46","95","2014-10-18 18:57:23.528","Normal","-94.58","37.03","46|95|9223370623170932279","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"39","103","2014-10-18 18:57:23.759","Normal","-90.82","41.66","39|103|9223370623170932048","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"32","34","2014-10-18 18:57:25.6","Normal","-88.02","42.04","32|34|9223370623170930207","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"30","29","2014-10-18 18:57:25.861","Normal","-93.36","41.69","30|29|9223370623170929946","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"26","94","2014-10-18 18:57:23.9","Normal","-91.3","38.14","26|94|9223370623170931907","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"40","62","2014-10-18 18:57:24.079","Normal","-94.46","37.16","40|62|9223370623170931728","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"29","12","2014-10-18 18:57:26.1","Normal","-92.25","34.92","29|12|9223370623170929707","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"13","106","2014-10-18 18:57:24.326","Normal","-93.36","41.69","13|106|9223370623170931481","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"16","91","2014-10-18 18:57:26.271","Normal","-90.07","35.1","16|91|9223370623170929536","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"18","107","2014-10-18 18:57:26.37","Normal","-92.27","39.76","18|107|9223370623170929437","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"46","95","2014-10-18 18:57:24.407","Normal","-94.58","37.03","46|95|9223370623170931400","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"37","89","2014-10-18 18:57:24.627","Normal","-91.36","39.76","37|89|9223370623170931180","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"45","92","2014-10-18 18:57:26.587","Normal","-87.67","41.87","45|92|9223370623170929220","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:26.823","Normal","-93.58","41.62","30|29|9223370623170928984","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"42","80","2014-10-18 18:57:24.997","Normal","-91.32","41.71","42|80|9223370623170930810","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:26.947","Normal","-90.67","38.82","36|21|9223370623170928860","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"44","57","2014-10-18 18:57:25.137","Normal","-91.05","41.72","44|57|9223370623170930670","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"14","73","2014-10-18 18:57:27.177","Normal","-92.53","35.15","14|73|9223370623170928630","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"11","57","2014-10-18 18:57:25.301","Normal","-90.2","38.65","11|57|9223370623170930506","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"45","92","2014-10-18 18:57:27.407","Normal","-88.07","41.48","45|92|9223370623170928400","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"43","42","2014-10-18 18:57:27.477","Normal","-87.67","41.87","43|42|9223370623170928330","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"28","87","2014-10-18 18:57:25.49","Normal","-92.27","39.76","28|87|9223370623170930317","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"10","44","2014-10-18 18:57:27.79","Normal","-92.61","37.7","10|44|9223370623170928017","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"17","101","2014-10-18 18:57:25.77","Normal","-90.41","38.75","17|101|9223370623170930037","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"41","60","2014-10-18 18:57:27.937","Normal","-91.14","34.96","41|60|9223370623170927870","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"16","91","2014-10-18 18:57:28.081","Normal","-90.24","35.35","16|91|9223370623170927726","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"13","106","2014-10-18 18:57:25.94","Normal","-93.58","41.62","13|106|9223370623170929867","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"25","58","2014-10-18 18:57:28.19","Normal","-94.15","39.77","25|58|9223370623170927617","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"42","80","2014-10-18 18:57:25.997","Normal","-91.05","41.72","42|80|9223370623170929810","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"27","61","2014-10-18 18:57:28.45","Normal","-90.67","38.82","27|61|9223370623170927357","-2309469543890042451","Mark Lochbihler","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"35","71","2014-10-18 18:57:26.277","Normal","-91.99","37.94","35|71|9223370623170929530","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"39","103","2014-10-18 18:57:26.328","Normal","-89.88","41.77","39|103|9223370623170929479","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:28.732","Normal","-93.36","41.69","30|29|9223370623170927075","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"16","91","2014-10-18 18:57:28.86","Normal","-90.07","35.68","16|91|9223370623170926947","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"47","96","2014-10-18 18:57:28.887","Normal","-90.24","35.35","47|96|9223370623170926920","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
